video_url,video_description,like_count,sentiment,possible_ad,sentiment_suggestion,manual_keep,final_sentiment
https://www.tiktok.com/@iisisrasmy/video/7637885277100346645,@ceraveegypt cerave foaming cleanser #ceraveegypt #oilyskin #12hroilcontrol #dermaapproved #healthyskinbarrier @CeraVe,1052,,False,unclear,no,
https://www.tiktok.com/@koshima.mall/video/7637040076089789703,Cerave SA Smoothing Cleanser Original VS Fake. #cerave #skincare #original #koshimamall #srilanka #cleanser #fyp,3411,,False,neutral,no,
https://www.tiktok.com/@reina.zaher/video/7618940035441741074,One of my favorites 🧼🫧 @CeraVe Arabia,623,,False,positive,no,
https://www.tiktok.com/@nathanbaarss/video/7555542729162296590,"Keeping my skin clear with the CeraVe Acne Control Cleanser — simple, effective, developed with dermatologist. Shop now at Walmart. @CeraVe #CeraVePartner #CleanseLikeADerm",5579,,True,positive,no,
https://www.tiktok.com/@florence_baitio/video/7567441010742119698,@CeraVe hydrating cream to foam cleanser. Current obsession #florencebaitio #cerave #skincareroutine #skincareviral #skintok,8491,,False,unclear,yes,positive
https://www.tiktok.com/@ekaterina.frizen/video/7560575972320267533,"CeraVe Hydrating Cleanser — my everyday essential! It gently cleanses the skin without drying it out, thanks to ceramides and hyaluronic acid that help maintain moisture balance. Perfect for sensitive skin and leaves your face feeling fresh and soft. 💧 #cerave #ceravehydratingcleanser #обзоркосметики #tiktokshop #жизньвамерике",35,,False,positive,no,
https://www.tiktok.com/@husnaura.com/video/7550237116584807698,"Order Now 📞 WhatsApp: +923278611776 🌐 www.husnaura.com CeraVe Acne Control Cleanser – removes excess oil, unclogs pores & fights acne 🔥 For clear & healthy skin ✨ Dermatologist recommended ✅ #CeraVe #CeraVeCleanser #AcneControl #AcneSkincare #creatorsearchinsights",2954,,False,positive,no,
https://www.tiktok.com/@ceraveuki/video/7611527767657647382,episode three of skincident confessionals with @Amba Smith ✨ a fan of our intensive moisturising lotion since 2019 to help with the dryness from her birthmark 💙 #cerave #skincident,278,,False,unclear,no,
https://www.tiktok.com/@ceravearabia/video/7616323311181565204,"ترطيب يرافقك طوال شهر رمضان 🌙 كريم الترطيب من سيرافي لبشرة هادئة ومرتاحة من النهار إلى الليل 💙 💙 Hydration that stays with you this Ramadan 🌙 CeraVe Moisturizing Cream for calm, comfortable skin from day to night💙 💙 #CeraVe #CeraVeArabia #TheSecretIsCeraVe #السر_في_سيرافي #Ramadan",10600,,False,unclear,no,
https://www.tiktok.com/@the.alisting/video/7649138523643317527,"Love using CeraVe Moisturising Cream on my toddlers dry skin, it's honestly one of my go to moisturisers for repairing the skin barrier and hydrating dry patches. — #ceravemoisturizingcream #cerave #dryskin #babyskin #dryskinroutine",6,,False,positive,no,
https://www.tiktok.com/@lexallynn/video/7635035987206278430,This is going to be my new daily moisturizer. 👏🏻 This seriously has been exactly what I’ve been looking for!! @CeraVe #cerave #moisturizer #watergel #tiktokshopcreatorpicks,66,,False,unclear,yes,positive
https://www.tiktok.com/@mushumajed/video/7638985887405198612,"Two moisturizers, different formulas, both incredible for your skin #CeraVeArabia #CeraVePartner @CeraVe Arabia ad",5262,,True,unclear,no,
https://www.tiktok.com/@maluukss0/video/7594972604406992135,اعتذار واجب لجلدي🥹💗 | I literally had to apologize to my skin barrier after this video @CeraVe Egypt #ceraveegypt #moisturizer #dermapproved #restorewithceramides #strongbarrier,17300,,False,unclear,no,
https://www.tiktok.com/@salihaugc/video/7544252807054904593,Cerave oil control moisturiser 🤍 •Non-greasy •Non-comedogenic •Fragrance free @CeraVe #skincare #foryoupage #foryou #viral #creatorsearchinsights,826,,False,unclear,no,
https://www.tiktok.com/@cerave/video/7439070859190340907,"Which CeraVe moisturizer is right for you?! Watch to find out, and don’t forget to Moisturize like a derm with #CeraVe 💙🥼✔️ #Moisturizers #DrySkin #SkinType #WinterSkincare",9158,,False,unclear,no,
https://www.tiktok.com/@omy.lady.beauty.s/video/7635996690566335751,"✨ Skin එකට deep hydration එකක් දෙන CeraVe Moisturizing Cream 💙 Face & Body දෙකටම perfect! Soft, smooth & healthy glow එකක් everyday ✨ #Moisturizer #CeraVe #Dryskin",5978,,False,positive,no,
https://www.tiktok.com/@tamunoabbey/video/7616394878360096022,CeraVe Invisible Hydrating Fluid Sunscreen SPF 50 on Dark Skin - It leaves a cast - It stings my eyes - It pills #cerave #sunscreen #sunscreenviral,13100,,False,unclear,yes,negative
https://www.tiktok.com/@skinandbase/video/7637249122927414550,Tried out @CeraVeUKI new invisible hydrating sunscreen so you don’t have to guess if it works for us • no cast • nourishing and hydrating • all skin types can use however oilier skin may find the shine builds throughout the day especially if reapplied #suncreenrecommendation #sunscreenreview #cerave #creatorsearchinsights,353,,False,positive,yes,neutral
https://www.tiktok.com/@haidimagdy1996/video/7649448779183033607,"Protect. Repair. Defend. ☀️🛡️ CeraVe Sunscreen brings together high UV protection, barrier-supporting innovation, and a surprisingly competitive Price @CeraVe Egypt #SunCareYouWantToWear #CeraVeDryTouch #CeraVeEgypt #CeraVeSunscreen #CeramidesInTheSun",5485,,False,unclear,no,
https://www.tiktok.com/@_janaawad/video/7649074063645658375,اهم مني في السفر #ceravedrytouch #ceraveegypt #ceravesunscreen #lightweightspf #suncareyyouwanttowear • • @CeraVe Egypt,59500,,False,unclear,no,
https://www.tiktok.com/@cerave.eg/video/7647143888238480658,"Did you guess why we were turning yellow? 💛☀️ The secret is finally OUT! Say hello to the NEW CeraVe Invisible Dry Touch Sunscreen SPF 50+ , your oily skin’s new best friend. We all love the sun, but daily exposure to UV rays and pollution can weaken your skin barrier and contribute to breakouts. That’s why we developed our latest daily protection with dermatologists: 🛡️ Advanced Protection: SPF 50+ defense against harmful UV rays. 💦 12-Hour Oil Control: An ultra-lightweight, dry-touch texture that helps control shine all day. 🧬 Barrier Support: Formulated with 3 Essential Ceramides and MVE Technology to help strengthen and support your skin barrier while you wear it. No greasy residue. No white cast. Just the protection your oily skin has been waiting for. Time to unlock the yellow. 💛☀️ اكتشفوا الجديد من سيرافي CeraVe Invisible Dry Touch Sunscreen SPF 50+ الصديق الجديد والمثالي للبشرة الدهنية. كلنا بنحب الشمس، لكن التعرّض اليومي لأشعتها مع التلوث ممكن يضعف حاجز البشرة ويساهم في ظهور الحبوب. عشان كده، طورنا مع أطباء الجلدية الحماية اليومية اللي بشرتنا محتاجاها: حماية فائقة: حماية قوية جدًا بمعامل حماية +50 ضد أشعة الشمس الضارة. تحكم في اللمعان: ملمس خفيف جدًا يساعد على التحكم في اللمعان لمدة ١٢ ساعة. تقوية حاجز البشرة: غني بـ ٣ أنواع من السيراميد الأساسية وتكنولوجيا MVE لدعم وتقوية حاجز البشرة. من غير أي ملمس دهني. ومن غير أي علامات بيضاء. الحماية اليومية اللي بشرتنا محتاجاها أخيرًا. 💛☀",4395,,False,neutral,no,
https://www.tiktok.com/@lryjewels/video/7662321642118434066,Not your usual sunscreens because @CeraVe sunscreens comes with 3 essential ceramides to strengthen your skin barrier while protecting you against UV damage 🌞 Visit CeraVe's 1st Ceramide-based Sunscreens Atrium at Orchard Central from now till 19 July to grab attractive deals and get free samples! ⛅ @Watsons Singapore #CeraVesg #sunprotection #CeraVeSunscreen #CeraVeCeramideSunscreen #SuncareYouWantToWear,30,,False,unclear,no,
https://www.tiktok.com/@raheem_reviews_/video/7638993312304631062,No stickiness or white casting with this invisible hydrating spf 50 sunscreen from Cerave!! #cerave #ceraveskincareproducts #spf50 #sunscreenlotion #tiktokmademebuyit,20,,False,unclear,yes,positive
https://www.tiktok.com/@livloooks/video/7660625205219429646,A sunscreen that does not leave a white cast!!??? it’s important to protect your skin all the time even outside of the summertime start using sunscreen. I’m gonna have it in the orange shopping cart below. Click the cart so that you can go ahead and get yours now before it sold out. ##ceraveskincare##ceravemineralsunscreen##sunscreenreview##howtoapplysunscreen@@CeraVe,3,,False,unclear,no,
https://www.tiktok.com/@jesuisbienbien/video/7641745563297336607,CeraVe Sheer Tint @CeraVe #CeraVePartner,33,,True,unclear,no,
https://www.tiktok.com/@ms.janetteok/video/7003120740329491718,#AD Let’s normalize skin texture and acne! Celebrating #AcnePositivityDay with @CeraVe ! #CeraVe #CeraVePartner #AcnePositivity,9977,,True,unclear,no,
https://www.tiktok.com/@aarinnola/video/7593777591492807958,"The CeraVe moisturizing lotion is my most purchased moisturizer. 4 years locked in and I'm not looking back anytime soon. I'm such a loyal babe. What is your most purchased moisturizer? Have you tried the skincare lotion moisturizer? CeraVe moisturizing lotion before

#skincare #lotion #moisturizer",31,,False,unclear,yes,positive
https://www.tiktok.com/@amara.nicaragua/video/7575609090794196235,"💙 Adiós brotes, hola piel limpia. El CeraVe Acne Control Cleanser con 2% ácido salicílico + niacinamida ayuda a controlar el acné, reducir poros y dejar la piel suave sin resecar. Si tienes piel grasa o con brotes… este es tu nuevo favorito. ✨#paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #cuidadodelapiel #fyp #acnecontrol#nicaragua @Colectivo Mya Shop",41600,,False,unclear,no,
https://www.tiktok.com/@nancy_dayala98/video/7650560745633025311,The first step to healthy skin starts with proper cleansing. 🫧 I’m using CeraVe Acne Foaming Cream Cleanser. @Picky KBeauty @CeraVe,93,,False,unclear,no,
https://www.tiktok.com/@cerave/video/7498823722938174763,"Replying to @Bibi Oily, acne-prone skin and dark spots? CeraVe’s got you. Drop your skin concerns in the comments — we’ll reply with personalized recs! 💙🥼✔️🪩 #CeraVe #Acne #OilySkin #AcneProneSkin",2444,,False,unclear,no,
https://www.tiktok.com/@neo.k88/video/7610014170477612308,How I cured my Acne 🦋✨❤️🥹 What I used @CeraVe @Dermopal #Acne #fypage #cerave,791,,False,unclear,no,""
https://www.tiktok.com/@ambsxgshop/video/7637208039354912022,The difference I’ve noticed 👀🫶🏼 #cerave #ceravesasmoothingcleanser #bodyacne #dryskin,5,,False,unclear,yes,positive
https://www.tiktok.com/@familyzonee/video/7573980247381560588,#skincare #oilyskin #somalitiktok #somalilandtiktok💚🤍❤ #glowingskin,790,,False,unclear,no,
https://www.tiktok.com/@qusaixoxo/video/7652746138096897288,"Acne may be temporary, but the marks it leaves behind can stay a little longer. I’ve been adding CeraVe Resurfacing Retinol Serum to my routine to help improve skin texture, fade post-acne marks, and support a more even-looking complexion ✨ الحبوب ممكن تروح، لكن آثارها بتحتاج وقت… ✨ CeraVe Resurfacing Retinol Serum صار جزء من روتيني لتحسين ملمس البشرة وتخفيف آثار الحبوب مع الوقت. @CeraVe #skincare #acne #acnemarks",343,,False,unclear,no,
https://www.tiktok.com/@lucyy.jd/video/7361109281522961697,Unsexy skincare favourites from @CeraVe #unsexyskincare #skincareroutine #skincaretips #skincare101 #skincareviral #skincare AD,14000,,False,positive,no,
https://www.tiktok.com/@cerave/video/7372201838621281579,Shoutout to @Sebastian for dropping his 🔥 3-step skin care routine!! We LOVE it 💙✨🥼🥳👏 #CeraVe #Tanning #Beginner #MensSkincareRoutine,20100,,False,positive,no,
https://www.tiktok.com/@sisiamrr/video/7479506534121114902,@ceravefrance,5769,,False,unclear,no,
https://www.tiktok.com/@takemm03/video/7582199946116467975,تقيمكم اله 🫸🏻🫸🏻 متوفر عند وندر( كودsos7) #explore #العراق #cerave #skincareroutine #عناية_بالبشرة,1836,,False,unclear,no,
https://www.tiktok.com/@velourcosmetics.nepal/video/7516826811779566866,CeraVe skincare set 🤗✨ #fyp #authentic #beauty #beautytok #skincare #skincareroutine #skintok #koreanskincare #kbeauty #cerave #ceraveskincare #healthyskin #viral #velourcosmetics,5110,,False,unclear,no,
https://www.tiktok.com/@keti.p7/video/7658404622410796321,"My simple night skincare routine 🌙🤍 @CeraVe Keeping my skin clean, hydrated, and happy. ✨ #skincare #nightroutine #cerave #selfcare #glowingskin",106,,False,unclear,yes,Positive
